General Dentists DS Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,DentalSave DS Network ,,,,,,,,,,,,,,
D0220,intraoral - periapical first radiographic image, $27.00 ,$23.00,$25.00,$26.00,$28.00,$30.00,$31.00,$33.00,$35.00,$36.00,$38.00,$40.00,$41.00,$43.00,$45.00,, $13.00 , $14.00 , $14.00 , $15.00 , $17.00 , $17.00 , $18.00 , $19.00 , $20.00 , $21.00 , $22.00 , $23.00 , $24.00 , $25.00 ,
D0230,intraoral - periapical each additional radiographic image, $27.00 ,$20.00,$21.00,$22.00,$24.00,$25.00,$27.00,$28.00,$29.00,$31.00,$32.00,$34.00,$35.00,$36.00,$38.00,, $11.00 , $12.00 , $12.00 , $13.00 , $14.00 , $15.00 , $15.00 , $16.00 , $17.00 , $18.00 , $19.00 , $19.00 , $20.00 , $21.00 ,
D0240,intraoral - occlusal radiographic image, $27.00 ,$32.00,$34.00,$36.00,$38.00,$41.00,$43.00,$45.00,$47.00,$50.00,$52.00,$54.00,$56.00,$59.00,$61.00,, $18.00 , $19.00 , $20.00 , $21.00 , $23.00 , $24.00 , $25.00 , $26.00 , $28.00 , $29.00 , $30.00 , $31.00 , $32.00 , $34.00 ,
D0250,"extra-oral - 2D projection radiographic image created using a stationary radiation source, and detector", $27.00 ,$48.00,$51.00,$54.00,$58.00,$61.00,$65.00,$68.00,$71.00,$75.00,$78.00,$82.00,$85.00,$88.00,$92.00,, $26.00 , $28.00 , $30.00 , $32.00 , $34.00 , $36.00 , $37.00 , $39.00 , $41.00 , $43.00 , $45.00 , $47.00 , $48.00 , $51.00 ,
D0270,bitewing - single radiographic image, $27.00 ,$22.00,$24.00,$26.00,$27.00,$29.00,$30.00,$32.00,$34.00,$35.00,$37.00,$38.00,$40.00,$42.00,$43.00,, $12.00 , $13.00 , $14.00 , $15.00 , $16.00 , $17.00 , $18.00 , $19.00 , $19.00 , $20.00 , $21.00 , $22.00 , $23.00 , $24.00 ,
D0272,bitewings - two radiographic images, $27.00 ,$35.00,$38.00,$40.00,$43.00,$45.00,$48.00,$50.00,$53.00,$55.00,$57.00,$60.00,$63.00,$65.00,$68.00,, $19.00 , $21.00 , $22.00 , $24.00 , $25.00 , $26.00 , $28.00 , $29.00 , $30.00 , $31.00 , $33.00 , $35.00 , $36.00 , $37.00 ,
D0273,bitewings - three radiographic images, $27.00 ,$42.00,$45.00,$48.00,$51.00,$54.00,$57.00,$60.00,$63.00,$66.00,$69.00,$72.00,$75.00,$78.00,$81.00,, $23.00 , $25.00 , $26.00 , $28.00 , $30.00 , $31.00 , $33.00 , $35.00 , $36.00 , $38.00 , $40.00 , $41.00 , $43.00 , $45.00 ,
D0274,bitewings - four radiographic images, $27.00 ,$50.00,$54.00,$58.00,$61.00,$65.00,$68.00,$72.00,$76.00,$79.00,$83.00,$86.00,$90.00,$94.00,$97.00,, $28.00 , $30.00 , $32.00 , $34.00 , $36.00 , $37.00 , $40.00 , $42.00 , $43.00 , $46.00 , $47.00 , $50.00 , $52.00 , $53.00 ,
D0277,vertical bitewings - 7 to 8 radiographic images, $27.00 ,$74.00,$79.00,$84.00,$89.00,$95.00,$100.00,$105.00,$110.00,$116.00,$121.00,$126.00,$131.00,$137.00,$142.00,, $41.00 , $43.00 , $46.00 , $49.00 , $52.00 , $55.00 , $58.00 , $61.00 , $64.00 , $67.00 , $69.00 , $72.00 , $75.00 , $78.00 ,
D0330,panoramic radiographic image, $27.00 ,$88.00,$94.00,$100.00,$106.00,$113.00,$119.00,$125.00,$131.00,$138.00,$144.00,$150.00,$156.00,$163.00,$169.00,, $48.00 , $52.00 , $55.00 , $58.00 , $62.00 , $65.00 , $69.00 , $72.00 , $76.00 , $79.00 , $83.00 , $86.00 , $90.00 , $93.00 ,
D0340,"2D cephalometric radiographic image - acquisition, measurement and analysis", $27.00 ,$92.00,$99.00,$106.00,$112.00,$119.00,$125.00,$132.00,$139.00,$145.00,$152.00,$158.00,$165.00,$172.00,$178.00,, $51.00 , $54.00 , $58.00 , $62.00 , $65.00 , $69.00 , $73.00 , $76.00 , $80.00 , $84.00 , $87.00 , $91.00 , $95.00 , $98.00 ,
D0350,2D oral/facial photographic image obtained intra-orally or extra-orally, $27.00 ,$53.00,$57.00,$61.00,$65.00,$68.00,$72.00,$76.00,$80.00,$84.00,$87.00,$91.00,$95.00,$99.00,$103.00,, $29.00 , $31.00 , $34.00 , $36.00 , $37.00 , $40.00 , $42.00 , $44.00 , $46.00 , $48.00 , $50.00 , $52.00 , $54.00 , $57.00 ,
D0460,pulp vitality tests, $27.00 ,$44.00,$47.00,$50.00,$54.00,$57.00,$60.00,$63.00,$66.00,$69.00,$72.00,$76.00,$79.00,$82.00,$85.00,, $24.00 , $26.00 , $28.00 , $30.00 , $31.00 , $33.00 , $35.00 , $36.00 , $38.00 , $40.00 , $42.00 , $43.00 , $45.00 , $47.00 ,
D0470,diagnostic casts, $27.00 ,$88.00,$94.00,$100.00,$106.00,$113.00,$119.00,$125.00,$131.00,$138.00,$144.00,$150.00,$156.00,$163.00,$169.00,, $48.00 , $52.00 , $55.00 , $58.00 , $62.00 , $65.00 , $69.00 , $72.00 , $76.00 , $79.00 , $83.00 , $86.00 , $90.00 , $93.00 ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preventive Procedures ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1110,prophylaxis - adult, $56.00 ,$70.00,$75.00,$80.00,$85.00,$90.00,$95.00,$100.00,$105.00,$110.00,$115.00,$120.00,$125.00,$130.00,$135.00,,39, $41.00 , $44.00 , $47.00 , $50.00 , $52.00 , $55.00 , $58.00 , $61.00 , $63.00 , $66.00 , $69.00 , $72.00 , $74.00 ,
D1120,prophylaxis - child, $39.00 ,$53.00,$56.00,$60.00,$64.00,$68.00,$71.00,$75.00,$79.00,$83.00,$86.00,$90.00,$94.00,$98.00,$101.00,, $29.00 , $31.00 , $33.00 , $35.00 , $37.00 , $39.00 , $41.00 , $43.00 , $46.00 , $47.00 , $50.00 , $52.00 , $54.00 , $56.00 ,
D1208,topical application of fluoride - excluding varnish, $24.00 ,$29.00,$32.00,$34.00,$36.00,$38.00,$40.00,$42.00,$44.00,$46.00,$48.00,$50.00,$53.00,$55.00,$57.00,, $16.00 , $18.00 , $19.00 , $20.00 , $21.00 , $22.00 , $23.00 , $24.00 , $25.00 , $26.00 , $28.00 , $29.00 , $30.00 , $31.00 ,
D1330,oral hygiene instructions, $39.00 ,$41.00,$44.00,$46.00,$49.00,$52.00,$55.00,$58.00,$61.00,$64.00,$67.00,$70.00,$73.00,$75.00,$78.00,, $23.00 , $24.00 , $25.00 , $27.00 , $29.00 , $30.00 , $32.00 , $34.00 , $35.00 , $37.00 , $39.00 , $40.00 , $41.00 , $43.00 ,
D1351,sealant - per tooth, $29.00 ,$43.00,$47.00,$50.00,$53.00,$56.00,$59.00,$62.00,$65.00,$68.00,$71.00,$74.00,$78.00,$81.00,$84.00,, $24.00 , $26.00 , $28.00 , $29.00 , $31.00 , $32.00 , $34.00 , $36.00 , $37.00 , $39.00 , $41.00 , $43.00 , $45.00 , $46.00 ,
D1510,space maintainer - fixed - unilateral, $190.00 ,$245.00,$263.00,$280.00,$298.00,$315.00,$333.00,$350.00,$368.00,$385.00,$402.00,$420.00,$438.00,$455.00,$473.00,, $135.00 , $145.00 , $154.00 , $164.00 , $173.00 , $183.00 , $193.00 , $202.00 , $212.00 , $221.00 , $231.00 , $241.00 , $250.00 , $260.00 ,
D1516,"space maintainer - fixed - bilateral, maxillary", 20% off ,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,, 25% off , 25% off , 25% off , 25% off , 25% off , 25% off , 25% off , 25% off , 25% off , 25% off , 25% off , 25% off , 25% off , 25% off ,
D1520,space maintainer - removable - unilateral, $235.00 ,$293.00,$314.00,$334.00,$355.00,$376.00,$397.00,$418.00,$439.00,$460.00,$481.00,$502.00,$523.00,$543.00,$564.00,,161, $173.00 , $184.00 , $195.00 , $207.00 , $218.00 , $230.00 , $241.00 , $253.00 , $265.00 , $276.00 , $288.00 , $299.00 , $310.00 ,
D1526,"space maintainer - removable - bilateral, maxillary", 20% off ,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,, 25% off , 25% off , 25% off , 25% off , 25% off , 25% off , 25% off , 25% off , 25% off , 25% off , 25% off , 25% off , 25% off , 25% off ,
D1550,re-cement or re-bond space maintainer, $41.00 ,$64.00,$68.00,$73.00,$77.00,$82.00,$86.00,$91.00,$96.00,$100.00,$105.00,$109.00,$114.00,$118.00,$123.00,,35, $37.00 , $40.00 , $42.00 , $45.00 , $47.00 , $50.00 , $53.00 , $55.00 , $58.00 , $60.00 , $63.00 , $65.00 , $68.00 ,
D1555,removal of fixed space maintainer, 20% off ,$63.00,$68.00,$72.00,$77.00,$81.00,$86.00,$90.00,$95.00,$99.00,$103.00,$108.00,$113.00,$117.00,$122.00,, $35.00 , $37.00 , $40.00 , $42.00 , $45.00 , $47.00 , $50.00 , $52.00 , $54.00 , $57.00 , $59.00 , $62.00 , $64.00 , $67.00 ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restorative Procedures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D2140,"amalgam - one surface, primary or permanent", $71.00 ,$111.00,$119.00,$127.00,$135.00,$143.00,$151.00,$159.00,$167.00,$175.00,$183.00,$191.00,$199.00,$207.00,$215.00,,61, $65.00 , $70.00 , $74.00 , $79.00 , $83.00 , $87.00 , $92.00 , $96.00 , $101.00 , $105.00 , $109.00 , $114.00 , $118.00 ,
D2150,"amalgam - two surfaces, primary or permanent", $90.00 ,$139.00,$149.00,$158.00,$168.00,$178.00,$188.00,$198.00,$208.00,$218.00,$228.00,$238.00,$248.00,$257.00,$267.00,, $76.00 , $82.00 , $87.00 , $92.00 , $98.00 , $103.00 , $109.00 , $114.00 , $120.00 , $125.00 , $131.00 , $136.00 , $141.00 , $147.00 ,
D2160,"amalgam - three surfaces, primary or permanent", $109.00 ,$169.00,$181.00,$193.00,$205.00,$217.00,$229.00,$241.00,$253.00,$265.00,$277.00,$289.00,$301.00,$313.00,$325.00,, $93.00 , $100.00 , $106.00 , $113.00 , $119.00 , $126.00 , $133.00 , $139.00 , $146.00 , $152.00 , $159.00 , $166.00 , $172.00 , $179.00 ,
D2161,"amalgam - four or more surfaces, primary or permanent", $133.00 ,$201.00,$215.00,$230.00,$244.00,$258.00,$273.00,$287.00,$301.00,$316.00,$330.00,$344.00,$359.00,$373.00,$387.00,, $111.00 , $118.00 , $127.00 , $134.00 , $142.00 , $150.00 , $158.00 , $166.00 , $174.00 , $182.00 , $189.00 , $197.00 , $205.00 , $213.00 ,
D2330,"resin-based composite - one surface, anterior", $84.00 ,$129.00,$138.00,$147.00,$156.00,$166.00,$175.00,$184.00,$193.00,$202.00,$212.00,$221.00,$230.00,$239.00,$248.00,, $71.00 , $76.00 , $81.00 , $86.00 , $91.00 , $96.00 , $101.00 , $106.00 , $111.00 , $117.00 , $122.00 , $127.00 , $131.00 , $136.00 ,
D2331,"resin-based composite - two surfaces, anterior", $105.00 ,$158.00,$169.00,$180.00,$191.00,$203.00,$214.00,$225.00,$236.00,$248.00,$259.00,$270.00,$281.00,$293.00,$304.00,, $87.00 , $93.00 , $99.00 , $105.00 , $112.00 , $118.00 , $124.00 , $130.00 , $136.00 , $142.00 , $149.00 , $155.00 , $161.00 , $167.00 ,
D2332,"resin-based composite - three surfaces, anterior", $129.00 ,$193.00,$206.00,$220.00,$234.00,$248.00,$261.00,$275.00,$289.00,$303.00,$316.00,$330.00,$344.00,$358.00,$371.00,, $106.00 , $113.00 , $121.00 , $129.00 , $136.00 , $144.00 , $151.00 , $159.00 , $167.00 , $174.00 , $182.00 , $189.00 , $197.00 , $204.00 ,
D2335,resin-based composite - four or more surfaces or involving incisal angle (anterior), $152.00 ,$242.00,$260.00,$277.00,$294.00,$311.00,$329.00,$346.00,$363.00,$381.00,$398.00,$415.00,$433.00,$450.00,$467.00,, $133.00 , $143.00 , $152.00 , $162.00 , $171.00 , $181.00 , $190.00 , $200.00 , $210.00 , $219.00 , $228.00 , $238.00 , $248.00 , $257.00 ,
D2390,"resin-based composite crown, anterior", $215.00 ,$341.00,$365.00,$390.00,$414.00,$438.00,$463.00,$487.00,$511.00,$536.00,$560.00,$584.00,$609.00,$633.00,$657.00,, $188.00 , $201.00 , $215.00 , $228.00 , $241.00 , $255.00 , $268.00 , $281.00 , $295.00 , $308.00 , $321.00 , $335.00 , $348.00 , $361.00 ,
D2391,"resin-based composite - one surface, posterior", $92.00 ,$140.00,$150.00,$160.00,$170.00,$180.00,$190.00,$200.00,$210.00,$220.00,$230.00,$240.00,$250.00,$260.00,$270.00,, $77.00 , $83.00 , $88.00 , $94.00 , $99.00 , $105.00 , $110.00 , $116.00 , $121.00 , $127.00 , $132.00 , $138.00 , $143.00 , $149.00 ,
D2392,"resin-based composite - two surfaces, posterior", $129.00 ,$180.00,$193.00,$206.00,$218.00,$231.00,$244.00,$257.00,$270.00,$283.00,$296.00,$308.00,$321.00,$334.00,$347.00,, $99.00 , $106.00 , $113.00 , $120.00 , $127.00 , $134.00 , $141.00 , $149.00 , $156.00 , $163.00 , $169.00 , $177.00 , $184.00 , $191.00 ,
D2393,"resin-based composite - three surfaces, posterior", $159.00 ,$221.00,$236.00,$252.00,$268.00,$284.00,$299.00,$315.00,$331.00,$347.00,$362.00,$378.00,$394.00,$410.00,$425.00,, $122.00 , $130.00 , $139.00 , $147.00 , $156.00 , $164.00 , $173.00 , $182.00 , $191.00 , $199.00 , $208.00 , $217.00 , $226.00 , $234.00 ,
D2394,"resin-based composite - four or more surfaces, posterior", $165.00 ,$263.00,$282.00,$301.00,$320.00,$338.00,$357.00,$376.00,$395.00,$414.00,$432.00,$451.00,$470.00,$489.00,$508.00,, $145.00 , $155.00 , $166.00 , $176.00 , $186.00 , $196.00 , $207.00 , $217.00 , $228.00 , $238.00 , $248.00 , $259.00 , $269.00 , $279.00 ,
D2510,inlay - metallic - one surface, $388.00 ,$680.00,$728.00,$777.00,$825.00,$874.00,$922.00,$971.00,"$1,020.00","$1,068.00","$1,117.00","$1,165.00","$1,214.00","$1,262.00","$1,311.00",, $374.00 , $400.00 , $427.00 , $454.00 , $481.00 , $507.00 , $534.00 , $561.00 , $587.00 , $614.00 , $641.00 , $668.00 , $694.00 , $721.00 ,
D2520,inlay - metallic - two surfaces, $440.00 ,$732.00,$784.00,$836.00,$888.00,$941.00,$993.00,"$1,045.00","$1,097.00","$1,150.00","$1,202.00","$1,254.00","$1,306.00","$1,359.00","$1,411.00",, $403.00 , $431.00 , $460.00 , $488.00 , $518.00 , $546.00 , $575.00 , $603.00 , $633.00 , $661.00 , $690.00 , $718.00 , $747.00 , $776.00 ,
D2530,inlay - metallic - three or more surfaces, $507.00 ,$774.00,$830.00,$885.00,$940.00,$995.00,"$1,051.00","$1,106.00","$1,161.00","$1,217.00","$1,272.00","$1,327.00","$1,383.00","$1,438.00","$1,493.00",, $426.00 , $457.00 , $487.00 , $517.00 , $547.00 , $578.00 , $608.00 , $639.00 , $669.00 , $700.00 , $730.00 , $761.00 , $791.00 , $821.00 ,
D2542,onlay - metallic - two surfaces, $464.00 ,$774.00,$829.00,$884.00,$939.00,$995.00,"$1,050.00","$1,105.00","$1,160.00","$1,216.00","$1,271.00","$1,326.00","$1,381.00","$1,437.00","$1,492.00",, $426.00 , $456.00 , $486.00 , $516.00 , $547.00 , $578.00 , $608.00 , $638.00 , $669.00 , $699.00 , $729.00 , $760.00 , $790.00 , $821.00 ,
D2543,onlay - metallic - three surfaces, $520.00 ,$823.00,$881.00,$940.00,$999.00,"$1,058.00","$1,116.00","$1,175.00","$1,234.00","$1,293.00","$1,351.00","$1,410.00","$1,469.00","$1,528.00","$1,586.00",, $453.00 , $485.00 , $517.00 , $549.00 , $582.00 , $614.00 , $646.00 , $679.00 , $711.00 , $743.00 , $776.00 , $808.00 , $840.00 , $872.00 ,
D2544,onlay - metallic - four or more surfaces, $543.00 ,$840.00,$900.00,$960.00,"$1,020.00","$1,080.00","$1,140.00","$1,200.00","$1,260.00","$1,320.00","$1,380.00","$1,440.00","$1,500.00","$1,560.00","$1,620.00",, $462.00 , $495.00 , $528.00 , $561.00 , $594.00 , $627.00 , $660.00 , $693.00 , $726.00 , $759.00 , $792.00 , $825.00 , $858.00 , $891.00 ,
D2610,inlay - porcelain/ceramic - one surface, $457.00 ,$721.00,$773.00,$824.00,$876.00,$927.00,$979.00,"$1,030.00","$1,082.00","$1,133.00","$1,185.00","$1,236.00","$1,288.00","$1,339.00","$1,391.00",, $397.00 , $425.00 , $453.00 , $482.00 , $510.00 , $538.00 , $567.00 , $595.00 , $623.00 , $652.00 , $680.00 , $708.00 , $736.00 , $765.00 ,
D2620,inlay - porcelain/ceramic - two surfaces, $482.00 ,$752.00,$806.00,$859.00,$913.00,$967.00,"$1,020.00","$1,074.00","$1,128.00","$1,181.00","$1,235.00","$1,289.00","$1,343.00","$1,396.00","$1,450.00",, $414.00 , $443.00 , $472.00 , $502.00 , $532.00 , $561.00 , $591.00 , $620.00 , $650.00 , $679.00 , $709.00 , $739.00 , $768.00 , $798.00 ,
D2630,inlay - porcelain/ceramic - three or more surfaces, $513.00 ,$778.00,$834.00,$890.00,$945.00,"$1,001.00","$1,056.00","$1,112.00","$1,168.00","$1,223.00","$1,279.00","$1,334.00","$1,390.00","$1,446.00","$1,501.00",, $428.00 , $459.00 , $490.00 , $520.00 , $551.00 , $581.00 , $612.00 , $642.00 , $673.00 , $703.00 , $734.00 , $765.00 , $795.00 , $826.00 ,
D2642,onlay - porcelain/ceramic - two surfaces, $499.00 ,$791.00,$848.00,$904.00,$961.00,"$1,017.00","$1,074.00","$1,130.00","$1,187.00","$1,243.00","$1,300.00","$1,356.00","$1,413.00","$1,469.00","$1,526.00",, $435.00 , $466.00 , $497.00 , $529.00 , $559.00 , $591.00 , $622.00 , $653.00 , $684.00 , $715.00 , $746.00 , $777.00 , $808.00 , $839.00 ,
D2643,onlay - porcelain/ceramic - three surfaces, $538.00 ,$823.00,$882.00,$941.00,"$1,000.00","$1,058.00","$1,117.00","$1,176.00","$1,235.00","$1,294.00","$1,352.00","$1,411.00","$1,470.00","$1,529.00","$1,588.00",, $453.00 , $485.00 , $518.00 , $550.00 , $582.00 , $614.00 , $647.00 , $679.00 , $712.00 , $744.00 , $776.00 , $809.00 , $841.00 , $873.00 ,
D2644,onlay - porcelain/ceramic - four or more surfaces, $572.00 ,$847.00,$908.00,$968.00,"$1,029.00","$1,089.00","$1,150.00","$1,210.00","$1,271.00","$1,331.00","$1,392.00","$1,452.00","$1,513.00","$1,573.00","$1,634.00",, $466.00 , $499.00 , $532.00 , $566.00 , $599.00 , $633.00 , $666.00 , $699.00 , $732.00 , $766.00 , $799.00 , $832.00 , $865.00 , $899.00 ,
D2650,inlay - resin-based composite - one surface, $300.00 ,$678.00,$726.00,$774.00,$823.00,$871.00,$920.00,$968.00,"$1,016.00","$1,065.00","$1,113.00","$1,162.00","$1,210.00","$1,258.00","$1,307.00",, $373.00 , $399.00 , $426.00 , $453.00 , $479.00 , $506.00 , $532.00 , $559.00 , $586.00 , $612.00 , $639.00 , $666.00 , $692.00 , $719.00 ,
D2651,inlay - resin-based composite - two surfaces, $358.00 ,$683.00,$732.00,$781.00,$830.00,$878.00,$927.00,$976.00,"$1,025.00","$1,074.00","$1,122.00","$1,171.00","$1,220.00","$1,269.00","$1,318.00",, $376.00 , $403.00 , $430.00 , $457.00 , $483.00 , $510.00 , $537.00 , $564.00 , $591.00 , $617.00 , $644.00 , $671.00 , $698.00 , $725.00 ,
D2652,inlay - resin-based composite - three or more surfaces, $376.00 ,$718.00,$769.00,$820.00,$871.00,$923.00,$974.00,"$1,025.00","$1,076.00","$1,128.00","$1,179.00","$1,230.00","$1,281.00","$1,333.00","$1,384.00",, $395.00 , $423.00 , $451.00 , $479.00 , $508.00 , $536.00 , $564.00 , $592.00 , $620.00 , $648.00 , $677.00 , $705.00 , $733.00 , $761.00 ,
D2662,onlay - resin-based composite - two surfaces, $475.00 ,$730.00,$782.00,$834.00,$887.00,$939.00,$991.00,"$1,043.00","$1,095.00","$1,147.00","$1,199.00","$1,252.00","$1,304.00","$1,356.00","$1,408.00",, $402.00 , $430.00 , $459.00 , $488.00 , $516.00 , $545.00 , $574.00 , $602.00 , $631.00 , $659.00 , $689.00 , $717.00 , $746.00 , $774.00 ,
D2663,onlay - resin-based composite - three surfaces, $485.00 ,$752.00,$806.00,$859.00,$913.00,$967.00,"$1,020.00","$1,074.00","$1,128.00","$1,181.00","$1,235.00","$1,289.00","$1,343.00","$1,396.00","$1,450.00",, $414.00 , $443.00 , $472.00 , $502.00 , $532.00 , $561.00 , $591.00 , $620.00 , $650.00 , $679.00 , $709.00 , $739.00 , $768.00 , $798.00 ,
D2664,onlay - resin-based composite - four or more surfaces, $509.00 ,$784.00,$840.00,$896.00,$952.00,"$1,008.00","$1,064.00","$1,120.00","$1,176.00","$1,232.00","$1,288.00","$1,344.00","$1,400.00","$1,456.00","$1,512.00",, $431.00 , $462.00 , $493.00 , $524.00 , $554.00 , $585.00 , $616.00 , $647.00 , $678.00 , $708.00 , $739.00 , $770.00 , $801.00 , $832.00 ,
D2710,crown - resin-based composite (indirect), $240.00 ,$703.00,$753.00,$803.00,$853.00,$904.00,$954.00,"$1,004.00","$1,054.00","$1,104.00","$1,155.00","$1,205.00","$1,255.00","$1,305.00","$1,355.00",, $387.00 , $414.00 , $442.00 , $469.00 , $497.00 , $525.00 , $552.00 , $580.00 , $607.00 , $635.00 , $663.00 , $690.00 , $718.00 , $745.00 ,
D2720,crown - resin with high noble metal, $663.00 ,$834.00,$894.00,$954.00,"$1,013.00","$1,073.00","$1,132.00","$1,192.00","$1,252.00","$1,311.00","$1,371.00","$1,430.00","$1,490.00","$1,550.00","$1,609.00",, $459.00 , $492.00 , $525.00 , $557.00 , $590.00 , $623.00 , $656.00 , $689.00 , $721.00 , $754.00 , $787.00 , $820.00 , $853.00 , $885.00 ,
D2721,crown - resin with predominantly base metal, $619.00 ,$769.00,$824.00,$879.00,$934.00,$989.00,"$1,044.00","$1,099.00","$1,154.00","$1,209.00","$1,264.00","$1,319.00","$1,374.00","$1,429.00","$1,484.00",, $423.00 , $453.00 , $483.00 , $514.00 , $544.00 , $574.00 , $604.00 , $635.00 , $665.00 , $695.00 , $725.00 , $756.00 , $786.00 , $816.00 ,
D2722,crown - resin with noble metal, $633.00 ,$809.00,$866.00,$924.00,$982.00,"$1,040.00","$1,097.00","$1,155.00","$1,213.00","$1,271.00","$1,328.00","$1,386.00","$1,444.00","$1,502.00","$1,559.00",, $445.00 , $476.00 , $508.00 , $540.00 , $572.00 , $603.00 , $635.00 , $667.00 , $699.00 , $730.00 , $762.00 , $794.00 , $826.00 , $857.00 ,
D2740,crown - porcelain/ceramic, $677.00 ,$875.00,$938.00,"$1,000.00","$1,063.00","$1,125.00","$1,188.00","$1,250.00","$1,313.00","$1,375.00","$1,438.00","$1,500.00","$1,563.00","$1,625.00","$1,688.00",, $481.00 , $516.00 , $550.00 , $585.00 , $619.00 , $653.00 , $688.00 , $722.00 , $756.00 , $791.00 , $825.00 , $860.00 , $894.00 , $928.00 ,
D2750,crown - porcelain fused to high noble metal, $668.00 ,$875.00,$938.00,"$1,000.00","$1,063.00","$1,125.00","$1,188.00","$1,250.00","$1,313.00","$1,375.00","$1,438.00","$1,500.00","$1,563.00","$1,625.00","$1,688.00",, $481.00 , $516.00 , $550.00 , $585.00 , $619.00 , $653.00 , $688.00 , $722.00 , $756.00 , $791.00 , $825.00 , $860.00 , $894.00 , $928.00 ,
D2751,crown - porcelain fused to predominantly base metal, $622.00 ,$799.00,$857.00,$914.00,$971.00,"$1,028.00","$1,085.00","$1,142.00","$1,199.00","$1,256.00","$1,313.00","$1,370.00","$1,428.00","$1,485.00","$1,542.00",, $439.00 , $471.00 , $503.00 , $534.00 , $565.00 , $597.00 , $628.00 , $659.00 , $691.00 , $722.00 , $754.00 , $785.00 , $817.00 , $848.00 ,
